system:index,PANELID,first,.geo
00000000000000000d3d,3390,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d3e,3391,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d3f,3392,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d40,3393,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d41,3394,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d42,3395,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d43,3396,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d44,3397,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d45,3398,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d46,3399,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d47,3400,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d48,3401,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d49,3402,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d4a,3403,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d4b,3404,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d4c,3405,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d4d,3406,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d4e,3407,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d4f,3408,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d50,3409,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d51,3410,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d52,3411,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d53,3412,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d54,3413,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d55,3414,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012ba,4795,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012bb,4796,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012bc,4797,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012bd,4798,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012be,4799,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012bf,4800,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c0,4801,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c1,4802,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c2,4803,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c3,4804,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c4,4805,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c5,4806,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c6,4807,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c7,4808,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c8,4809,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c9,4810,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012ca,4811,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012cb,4812,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012cc,4813,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012cd,4814,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012ce,4815,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012cf,4816,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012d0,4817,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000464,1125,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000465,1126,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000466,1127,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000467,1128,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000468,1129,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d56,3415,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d57,3416,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d58,3417,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d59,3418,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5a,3419,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5b,3420,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5c,3421,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5d,3422,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5e,3423,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5f,3424,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d60,3425,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d61,3426,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d62,3427,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d63,3428,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d64,3429,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d65,3430,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d66,3431,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d67,3432,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d68,3433,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d69,3434,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6a,3435,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6b,3436,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6c,3437,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6d,3438,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6e,3439,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6f,3440,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d70,3441,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d71,3442,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d72,3443,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d73,3444,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d74,3445,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d75,3446,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d76,3447,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d77,3448,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d78,3449,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d79,3450,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d7a,3451,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d7b,3452,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d7c,3453,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d7d,3454,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d7e,3455,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d7f,3456,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d80,3457,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d81,3458,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d82,3459,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d83,3460,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d84,3461,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d85,3462,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d86,3463,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d87,3464,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d88,3465,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d89,3466,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8a,3467,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8b,3468,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8c,3469,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8d,3470,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8e,3471,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8f,3472,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d90,3473,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d91,3474,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d92,3475,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d93,3476,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d94,3477,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d95,3478,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d96,3479,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d97,3480,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d98,3481,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d99,3482,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d9a,3483,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d9b,3484,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d9c,3485,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d9d,3486,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d9e,3487,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d9f,3488,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da0,3489,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da1,3490,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da2,3491,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da3,3492,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da4,3493,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da5,3494,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da6,3495,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da7,3496,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da8,3497,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da9,3498,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000daa,3499,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dab,3500,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dac,3501,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dad,3502,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dae,3503,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000daf,3504,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db0,3505,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db1,3506,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db2,3507,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db3,3508,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db4,3509,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db5,3510,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db6,3511,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db7,3512,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db8,3513,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db9,3514,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dba,3515,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dbb,3516,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dbc,3517,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dbd,3518,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dbe,3519,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dbf,3520,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc0,3521,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc1,3522,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc2,3523,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc3,3524,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc4,3525,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc5,3526,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc6,3527,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc7,3528,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc8,3529,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc9,3530,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dca,3531,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dcb,3532,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dcc,3533,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dcd,3534,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dce,3535,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dcf,3536,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd0,3537,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd1,3538,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd2,3539,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd3,3540,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd4,3541,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd5,3542,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd6,3543,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd7,3544,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd8,3545,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd9,3546,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dda,3547,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ddb,3548,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ddc,3549,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ddd,3550,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dde,3551,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ddf,3552,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de0,3553,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de1,3554,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de2,3555,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de3,3556,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de4,3557,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de5,3558,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de6,3559,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de7,3560,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de8,3561,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de9,3562,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dea,3563,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000deb,3564,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dec,3565,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ded,3566,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dee,3567,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000def,3568,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df0,3569,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df1,3570,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df2,3571,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df3,3572,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df4,3573,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df5,3574,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df6,3575,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df7,3576,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df8,3577,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df9,3578,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dfa,3579,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dfb,3580,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dfc,3581,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dfd,3582,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dfe,3583,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dff,3584,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e00,3585,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e01,3586,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e02,3587,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e03,3588,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e04,3589,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e05,3590,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e06,3591,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e07,3592,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e08,3593,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e09,3594,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e0a,3595,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012d1,4818,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e0b,3596,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e0c,3597,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e0d,3598,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e0e,3599,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e0f,3600,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e10,3601,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e11,3602,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e12,3603,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e13,3604,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e14,3605,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e15,3606,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e16,3607,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e17,3608,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e18,3609,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e19,3610,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e1a,3611,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e1b,3612,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e1c,3613,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e1d,3614,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e1e,3615,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e1f,3616,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e20,3617,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e21,3618,,"{""type"":""MultiPoint"",""coordinates"":[]}"
